Sub-district,Borough,Price,Area (m²),Price per square meter,Bedrooms,Bathrooms,Condition
Sintra,Belas,361000.0,194.0,1860.82,2,3,2
Sintra,Mem Martins,233500.0,150.0,1556.67,5,2,2
Sintra,Belas,350000.0,172.0,2034.88,4,3,2
Sintra,Belas,350000.0,198.0,1767.68,4,3,2
Sintra,Belas,174000.0,83.0,2096.39,3,1,3
Sintra,Mem Martins,232500.0,131.0,1774.81,4,2,2
Sintra,Belas,139500.0,60.5,2305.79,2,1,2
Sintra,Belas,142000.0,85.0,1670.59,2,1,2
Sintra,Mem Martins,139000.0,53.0,2622.64,1,1,2
Sintra,Mem Martins,125000.0,80.0,1562.5,2,1,2
Sintra,Belas,139500.0,57.0,2447.37,2,1,2
Sintra,Mem Martins,123000.0,69.28,1775.4,3,1,2
Sintra,Mem Martins,255000.0,96.0,2656.25,2,2,4
Sintra,Belas,350000.0,172.7,2026.64,4,3,2
Sintra,Belas,165000.0,80.0,2062.5,2,1,3
Sintra,Mem Martins,166150.0,72.0,2307.64,3,2,2
Sintra,Mem Martins,200000.0,100.0,2000.0,2,2,2
Sintra,Mem Martins,270000.0,156.0,1730.77,3,2,2
Mafra,Ericeira,385000.0,100.0,3850.0,2,2,2
Mafra,Ericeira,315000.0,92.27,3413.89,2,2,2
Mafra,Ericeira,299900.0,92.0,3259.78,1,2,2
Mafra,Ericeira,465000.0,86.43,5380.08,2,2,1
Mafra,Ericeira,320000.0,72.0,4444.44,1,1,1
Mafra,Ericeira,595000.0,165.0,3606.06,3,4,2
Mafra,Ericeira,795000.0,164.0,4847.56,4,4,4
Mafra,Ericeira,435000.0,170.0,2558.82,4,3,2
Mafra,Ericeira,349500.0,110.0,3177.27,3,2,2
Mafra,Ericeira,880000.0,120.0,7333.33,3,3,1
Mafra,Ericeira,490000.0,136.0,3602.94,3,3,1
Mafra,Ericeira,795000.0,184.0,4320.65,4,4,1
Mafra,Ericeira,186000.0,48.0,3875.0,1,1,2
Mafra,Ericeira,280000.0,155.0,1806.45,3,2,2
Mafra,Ericeira,395000.0,158.0,2500.0,4,3,1
Mafra,Ericeira,270000.0,59.0,4576.27,2,1,2
Mafra,Ericeira,190000.0,97.0,1958.76,3,1,2
Mafra,Ericeira,265000.0,63.0,4206.35,1,1,2
Mafra,Ericeira,250000.0,72.0,3472.22,2,1,2
Mafra,Ericeira,500000.0,184.0,2717.39,4,3,2
Mafra,Ericeira,500000.0,291.0,1718.21,4,4,2
Mafra,Ericeira,500000.0,184.14,2715.33,5,4,2
Mafra,Ericeira,500000.0,171.0,2923.98,3,3,4
Mafra,Ericeira,490000.0,178.0,2752.81,3,3,4
Mafra,Ericeira,525000.0,178.0,2949.44,3,3,4
Mafra,Ericeira,880000.0,145.0,6068.97,3,3,4
Mafra,Ericeira,320000.0,72.7,4401.65,2,1,2
Mafra,Ericeira,895000.0,252.76,3540.91,4,4,2
Mafra,Ericeira,288000.0,115.0,2504.35,3,2,2
Mafra,Ericeira,470000.0,120.0,3916.67,2,2,1
Mafra,Ericeira,430000.0,153.79,2796.02,1,2,2
Mafra,Ericeira,430000.0,120.0,3583.33,1,2,2
Mafra,Ericeira,239500.0,100.5,2383.08,2,1,2
Mafra,Ericeira,495000.0,159.25,3108.32,3,2,1
Mafra,Ericeira,465000.0,119.0,3907.56,2,2,1
Mafra,Ericeira,440000.0,106.0,4150.94,2,2,1
Mafra,Ericeira,525000.0,142.0,3697.18,3,3,1
Mafra,Ericeira,550000.0,167.0,3293.41,4,2,2
Mafra,Ericeira,525000.0,147.0,3571.43,3,3,1
Mafra,Ericeira,490000.0,136.0,3602.94,3,3,1
Mafra,Ericeira,270000.0,130.4,2070.55,3,2,2
Mafra,Ericeira,400000.0,123.0,3252.03,3,2,2
Mafra,Ericeira,465000.0,110.0,4227.27,2,2,1
Mafra,Ericeira,345000.0,80.0,4312.5,1,1,1
Mafra,Ericeira,500000.0,141.0,3546.1,3,3,1
Mafra,Ericeira,465000.0,107.0,4345.79,2,2,1
Mafra,Ericeira,345000.0,84.0,4107.14,1,2,1
Mafra,Ericeira,465000.0,119.0,3907.56,2,2,1
Mafra,Ericeira,465000.0,118.0,3940.68,2,2,1
Mafra,Ericeira,460000.0,117.94,3900.29,2,2,4
Mafra,Ericeira,340000.0,84.08,4043.77,1,2,4
Mafra,Ericeira,450000.0,154.0,2922.08,3,3,1
Mafra,Ericeira,288000.0,115.0,2504.35,3,2,2
Mafra,Ericeira,497500.0,140.0,3553.57,3,4,1
Mafra,Ericeira,350000.0,86.0,4069.77,2,1,1
Mafra,Ericeira,350000.0,100.0,3500.0,2,2,1
Mafra,Ericeira,550000.0,183.0,3005.46,3,4,1
Mafra,Ericeira,320000.0,117.0,2735.04,2,2,1
Mafra,Ericeira,345000.0,105.0,3285.71,1,2,1
Mafra,Ericeira,265000.0,77.0,3441.56,2,1,2
Mafra,Ericeira,980000.0,169.0,5798.82,3,4,1
Mafra,Ericeira,420000.0,107.0,3925.23,2,2,1
Mafra,Ericeira,790000.0,206.49,3825.85,3,4,1
Mafra,Ericeira,980000.0,194.66,5034.42,3,4,1
Mafra,Ericeira,500000.0,141.0,3546.1,3,3,1
Mafra,Ericeira,545000.0,193.0,2823.83,4,3,2
Mafra,Ericeira,450000.0,141.2,3186.97,3,2,1
Mafra,Ericeira,595000.0,161.0,3695.65,3,4,2
Mafra,Ericeira,790000.0,170.0,4647.06,3,4,1
Mafra,Ericeira,980000.0,160.0,6125.0,3,3,1
Mafra,Ericeira,520000.0,141.0,3687.94,3,2,4
Mafra,Ericeira,790000.0,170.0,4647.06,3,4,1
Mafra,Ericeira,980000.0,158.0,6202.53,3,3,1
Mafra,Ericeira,790000.0,206.0,3834.95,3,4,1
Mafra,Ericeira,980000.0,195.0,5025.64,3,2,1
Mafra,Ericeira,500000.0,141.2,3541.08,3,2,1
Mafra,Ericeira,790000.0,169.0,4674.56,3,4,1
Mafra,Ericeira,980000.0,158.0,6202.53,3,3,1
Mafra,Ericeira,795000.0,184.0,4320.65,4,4,1
Mafra,Ericeira,275000.0,109.2,2518.32,2,3,1
Mafra,Ericeira,149000.0,109.2,1364.47,2,3,1
Mafra,Ericeira,790000.0,169.0,4674.56,3,4,1
Mafra,Ericeira,465000.0,119.0,3907.56,2,2,1
Mafra,Ericeira,420000.0,106.0,3962.26,2,2,1
Mafra,Ericeira,460000.0,118.0,3898.31,2,2,1
Mafra,Ericeira,340000.0,84.0,4047.62,1,1,1
Mafra,Ericeira,595000.0,165.0,3606.06,2,4,2
Mafra,Ericeira,350000.0,151.0,2317.88,3,2,2
Mafra,Ericeira,430000.0,153.0,2810.46,0,2,2
Mafra,Ericeira,285000.0,104.0,2740.38,2,2,2
Mafra,Ericeira,435000.0,160.0,2718.75,4,3,2
Mafra,Ericeira,500000.0,250.0,2000.0,4,4,2
Mafra,Ericeira,275000.0,64.0,4296.88,1,1,2
Mafra,Ericeira,465000.0,119.23,3900.03,2,1,1
Mafra,Ericeira,400000.0,92.0,4347.83,2,2,2
Mafra,Ericeira,440000.0,106.07,4148.2,2,1,1
Mafra,Ericeira,395000.0,116.1,3402.24,3,2,1
Mafra,Ericeira,270000.0,130.0,2076.92,3,2,2
Mafra,Ericeira,460000.0,87.0,5287.36,2,2,1
Mafra,Ericeira,340000.0,64.87,5241.25,1,1,1
Mafra,Ericeira,420000.0,78.0,5384.62,2,2,1
Mafra,Ericeira,465000.0,87.0,5344.83,2,2,1
Mafra,Ericeira,460000.0,86.43,5322.23,2,2,1
Mafra,Ericeira,450000.0,134.0,3358.21,3,3,1
Mafra,Ericeira,497500.0,150.0,3316.67,3,4,1
Mafra,Ericeira,260000.0,80.0,3250.0,2,1,2
Mafra,Ericeira,275000.0,163.0,1687.12,4,4,2
Mafra,Ericeira,370900.0,108.0,3434.26,2,2,2
Mafra,Ericeira,595000.0,209.0,2846.89,2,4,2
Mafra,Ericeira,475000.0,86.3,5504.06,3,1,2
Mafra,Ericeira,325000.0,116.7,2784.92,2,2,2
Oeiras,Caxias,365000.0,115.0,3173.91,3,2,3
Oeiras,Queijas,595000.0,139.0,4280.58,3,3,2
Oeiras,Quebrada-Dafundo,610000.0,165.0,3696.97,3,3,4
Oeiras,Quebrada-Dafundo,295000.0,70.0,4214.29,1,2,4
Oeiras,Quebrada-Dafundo,1360000.0,285.0,4771.93,4,4,4
Oeiras,Quebrada-Dafundo,405000.0,103.0,3932.04,2,3,4
Oeiras,Porto Salvo,900000.0,228.0,3947.37,5,4,4
Oeiras,Porto Salvo,700000.0,140.0,5000.0,3,3,4
Oeiras,Quebrada-Dafundo,205000.0,80.0,2562.5,2,1,2
Oeiras,Caxias,270000.0,105.0,2571.43,2,1,2
Oeiras,Porto Salvo,675000.0,168.0,4017.86,4,4,4
Oeiras,Caxias,785000.0,135.0,5814.81,3,3,1
Oeiras,Caxias,549000.0,110.0,4990.91,3,2,2
Oeiras,Porto Salvo,730000.0,204.0,3578.43,4,3,1
Oeiras,Porto Salvo,715000.0,109.0,6559.63,3,3,1
Oeiras,Quebrada-Dafundo,781000.0,172.07,4538.85,4,3,4
Oeiras,Quebrada-Dafundo,485000.0,96.0,5052.08,2,2,4
Oeiras,Quebrada-Dafundo,665000.0,136.0,4889.71,3,3,4
Oeiras,Caxias,490000.0,118.0,4152.54,2,2,1
Oeiras,Caxias,549000.0,132.7,4137.15,3,3,2
Oeiras,Caxias,159000.0,192.0,828.12,4,4,4
Oeiras,Caxias,159000.0,226.0,703.54,5,4,4
Oeiras,Caxias,159000.0,176.0,903.41,3,4,4
Oeiras,Queijas,240000.0,86.0,2790.7,3,2,3
Oeiras,Porto Salvo,240000.0,180.0,1333.33,4,4,4
Oeiras,Quebrada-Dafundo,305000.0,80.0,3812.5,2,1,2
Oeiras,Quebrada-Dafundo,450000.0,99.0,4545.45,2,1,2
Oeiras,Caxias,470000.0,118.0,3983.05,2,2,1
Oeiras,Caxias,510000.0,118.0,4322.03,2,2,1
Oeiras,Quebrada-Dafundo,565000.0,174.83,3231.71,0,2,4
Oeiras,Queijas,495000.0,110.0,4500.0,3,2,2
Oeiras,Queijas,540000.0,153.0,3529.41,3,3,1
Oeiras,Porto Salvo,874500.0,137.0,6383.21,3,4,4
Oeiras,Queijas,275000.0,80.0,3437.5,2,1,3
Oeiras,Caxias,675000.0,156.0,4326.92,4,4,2
Oeiras,Caxias,290000.0,125.0,2320.0,4,2,2
Oeiras,Caxias,345000.0,106.0,3254.72,3,2,2
Oeiras,Quebrada-Dafundo,219000.0,60.0,3650.0,2,1,2
Oeiras,Quebrada-Dafundo,199000.0,77.0,2584.42,2,1,3
Oeiras,Quebrada-Dafundo,399500.0,123.0,3247.97,3,2,2
Oeiras,Caxias,450000.0,114.0,3947.37,2,2,2
Oeiras,Queijas,415000.0,134.0,3097.01,3,2,2
Oeiras,Quebrada-Dafundo,270000.0,89.0,3033.71,3,1,3
Oeiras,Queijas,265000.0,94.0,2819.15,3,2,2
Oeiras,Queijas,185000.0,71.0,2605.63,2,1,3
Oeiras,Caxias,470000.0,160.0,2937.5,3,2,2
Oeiras,Caxias,298000.0,62.0,4806.45,3,1,2
Oeiras,Caxias,1050000.0,131.0,8015.27,3,2,2
Oeiras,Caxias,550000.0,64.0,8593.75,2,1,3
Oeiras,Quebrada-Dafundo,399000.0,118.0,3381.36,3,2,2
Oeiras,Caxias,860000.0,184.9,4651.16,3,2,1
Oeiras,Caxias,780000.0,163.0,4785.28,3,3,1
Oeiras,Queijas,875000.0,273.2,3202.78,4,4,1
Oeiras,Queijas,380000.0,130.6,2909.65,2,2,1
Oeiras,Queijas,480000.0,153.0,3137.25,3,3,1
Oeiras,Caxias,660000.0,130.6,5053.6,2,2,1
Oeiras,Caxias,720000.0,205.0,3512.2,3,3,1
Oeiras,Caxias,690000.0,180.8,3816.37,3,2,1
Oeiras,Caxias,184000.0,58.0,3172.41,2,1,2
Oeiras,Queijas,541100.0,155.0,3490.97,3,3,4
Oeiras,Caxias,190000.0,47.0,4042.55,1,1,3
Oeiras,Queijas,526225.0,150.0,3508.17,3,3,4
Oeiras,Queijas,429800.0,123.0,3494.31,2,2,4
Oeiras,Queijas,433300.0,123.0,3522.76,2,2,4
Oeiras,Caxias,450000.0,130.6,3445.64,2,2,1
Oeiras,Caxias,490000.0,114.0,4298.25,3,2,2
Oeiras,Caxias,398000.0,110.0,3618.18,2,2,2
Oeiras,Caxias,345000.0,105.0,3285.71,3,2,2
Oeiras,Caxias,510000.0,118.7,4296.55,2,2,1
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Quebrada-Dafundo,330000.0,120.0,2750.0,3,2,2
Oeiras,Caxias,510000.0,118.7,4296.55,2,2,1
Oeiras,Caxias,640000.0,135.6,4719.76,2,2,1
Oeiras,Queijas,225000.0,98.0,2295.92,3,1,3
Oeiras,Quebrada-Dafundo,359000.0,93.0,3860.22,2,2,3
Oeiras,Quebrada-Dafundo,975000.0,230.0,4239.13,5,4,2
Oeiras,Quebrada-Dafundo,1900000.0,210.84,9011.57,5,4,4
Oeiras,Quebrada-Dafundo,765000.0,172.07,4445.87,4,3,4
Oeiras,Quebrada-Dafundo,678200.0,160.0,4238.75,3,3,1
Oeiras,Queijas,490000.0,100.09,4895.59,3,2,3
Oeiras,Queijas,285000.0,82.0,3475.61,2,1,2
Oeiras,Porto Salvo,410000.0,93.0,4408.6,3,2,1
Oeiras,Porto Salvo,420000.0,93.0,4516.13,3,2,1
Oeiras,Porto Salvo,430000.0,93.0,4623.66,3,2,1
Oeiras,Caxias,550000.0,131.0,4198.47,3,2,2
Oeiras,Quebrada-Dafundo,545000.0,146.0,3732.88,4,3,2
Oeiras,Quebrada-Dafundo,680000.0,153.12,4440.96,3,3,2
Oeiras,Porto Salvo,730000.0,290.0,2517.24,4,4,1
Oeiras,Porto Salvo,815000.0,321.0,2538.94,5,4,1
Oeiras,Caxias,660000.0,139.0,4748.2,4,3,2
Oeiras,Porto Salvo,880000.0,362.0,2430.94,3,3,1
Oeiras,Porto Salvo,715000.0,241.0,2966.8,3,3,1
Oeiras,Porto Salvo,1150000.0,228.0,5043.86,5,4,1
Oeiras,Porto Salvo,900000.0,228.0,3947.37,5,4,1
Oeiras,Porto Salvo,700000.0,140.0,5000.0,3,3,1
Oeiras,Porto Salvo,775000.0,168.0,4613.1,4,4,1
Oeiras,Caxias,345000.0,116.0,2974.14,3,2,2
Oeiras,Caxias,1800000.0,146.0,12328.77,3,3,2
Oeiras,Quebrada-Dafundo,3650000.0,245.11,14891.27,4,4,1
Oeiras,Caxias,490000.0,104.46,4690.79,2,2,1
Oeiras,Queijas,336000.0,132.0,2545.45,4,2,3
Oeiras,Caxias,225000.0,75.0,3000.0,3,1,2
Oeiras,Queijas,185000.0,78.0,2371.79,2,1,3
Oeiras,Quebrada-Dafundo,200000.0,70.0,2857.14,2,1,3
Oeiras,Caxias,120000.0,31.0,3870.97,1,1,2
Oeiras,Queijas,265000.0,94.0,2819.15,3,2,3
Oeiras,Caxias,290000.0,95.0,3052.63,3,2,2
Oeiras,Quebrada-Dafundo,345000.0,95.0,3631.58,2,2,1
Oeiras,Caxias,530000.0,134.0,3955.22,3,3,1
Oeiras,Quebrada-Dafundo,165000.0,48.0,3437.5,1,1,3
Oeiras,Queijas,398000.0,85.0,4682.35,2,1,2
Oeiras,Caxias,345000.0,108.0,3194.44,3,2,2
Oeiras,Porto Salvo,730000.0,204.0,3578.43,4,4,1
Oeiras,Caxias,780000.0,191.0,4083.77,3,3,4
Oeiras,Caxias,545000.0,141.0,3865.25,3,3,4
Oeiras,Caxias,750000.0,122.0,6147.54,3,2,2
Oeiras,Caxias,160000.0,50.0,3200.0,1,1,3
Oeiras,Queijas,265000.0,94.0,2819.15,3,2,3
Oeiras,Caxias,345000.0,155.0,2225.81,3,2,2
Oeiras,Quebrada-Dafundo,339000.0,96.0,3531.25,3,2,2
Oeiras,Porto Salvo,1400000.0,150.0,9333.33,4,4,4
Oeiras,Porto Salvo,310000.0,222.0,1396.4,5,4,4
Oeiras,Queijas,398000.0,145.0,2744.83,3,3,2
Oeiras,Quebrada-Dafundo,485000.0,150.0,3233.33,3,2,2
Oeiras,Caxias,490000.0,118.0,4152.54,2,2,1
Oeiras,Caxias,180000.0,40.0,4500.0,2,1,2
Oeiras,Caxias,890000.0,200.0,4450.0,4,2,2
Oeiras,Queijas,830000.0,285.0,2912.28,3,4,1
Oeiras,Caxias,330000.0,90.0,3666.67,3,2,2
Oeiras,Quebrada-Dafundo,550000.0,140.0,3928.57,3,2,3
Oeiras,Quebrada-Dafundo,175000.0,68.0,2573.53,2,1,2
Oeiras,Quebrada-Dafundo,270000.0,89.0,3033.71,2,1,3
Oeiras,Porto Salvo,730000.0,143.35,5092.43,3,3,1
Oeiras,Caxias,269000.0,89.0,3022.47,2,1,3
Oeiras,Caxias,180000.0,54.0,3333.33,1,1,2
Oeiras,Porto Salvo,730000.0,143.35,5092.43,3,3,1
Oeiras,Caxias,1190000.0,182.2,6531.28,3,2,2
Oeiras,Porto Salvo,675000.0,168.0,4017.86,4,4,1
Oeiras,Porto Salvo,730000.0,204.15,3575.8,4,4,1
Oeiras,Porto Salvo,1150000.0,228.25,5038.34,5,4,1
Oeiras,Porto Salvo,880000.0,174.35,5047.32,3,3,1
Oeiras,Quebrada-Dafundo,335000.0,108.0,3101.85,3,2,2
Oeiras,Quebrada-Dafundo,375000.0,104.5,3588.52,3,2,3
Oeiras,Quebrada-Dafundo,265000.0,80.0,3312.5,2,1,3
Oeiras,Queijas,470000.0,129.5,3629.34,3,3,1
Oeiras,Quebrada-Dafundo,235000.0,76.0,3092.11,2,1,3
Oeiras,Queijas,520000.0,138.0,3768.12,3,4,1
Oeiras,Queijas,470000.0,133.3,3525.88,2,3,1
Oeiras,Queijas,520000.0,164.3,3164.94,3,4,1
Oeiras,Porto Salvo,900000.0,228.25,3943.04,5,4,1
Oeiras,Caxias,640000.0,135.0,4740.74,2,2,1
Oeiras,Porto Salvo,775000.0,168.0,4613.1,4,4,1
Oeiras,Porto Salvo,815000.0,228.0,3574.56,5,4,1
Oeiras,Porto Salvo,880000.0,174.0,5057.47,3,3,1
Oeiras,Porto Salvo,900000.0,228.0,3947.37,5,4,1
Oeiras,Porto Salvo,1150000.0,228.0,5043.86,5,4,1
Oeiras,Caxias,640000.0,136.0,4705.88,2,2,1
Oeiras,Queijas,830000.0,200.0,4150.0,3,4,1
Oeiras,Queijas,225000.0,94.0,2393.62,3,2,1
Oeiras,Quebrada-Dafundo,330000.0,80.3,4109.59,2,1,2
Oeiras,Caxias,1250000.0,300.0,4166.67,3,3,1
Oeiras,Caxias,1200000.0,320.0,3750.0,3,3,1
Oeiras,Porto Salvo,675000.0,168.0,4017.86,4,4,1
Oeiras,Porto Salvo,775000.0,168.0,4613.1,4,4,1
Oeiras,Porto Salvo,700000.0,140.4,4985.75,3,3,1
Oeiras,Porto Salvo,715000.0,174.35,4100.95,3,3,1
Oeiras,Porto Salvo,730000.0,204.15,3575.8,4,4,1
Oeiras,Porto Salvo,815000.0,228.25,3570.65,5,4,1
Oeiras,Porto Salvo,900000.0,228.25,3943.04,5,4,1
Oeiras,Queijas,480000.0,135.0,3555.56,2,2,1
Oeiras,Porto Salvo,1150000.0,228.25,5038.34,5,4,1
Oeiras,Queijas,455000.0,140.0,3250.0,3,1,1
Oeiras,Caxias,365000.0,114.9,3176.68,3,2,1
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Quebrada-Dafundo,345000.0,120.94,2852.65,3,3,2
Oeiras,Quebrada-Dafundo,635000.0,158.0,4018.99,2,3,2
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Caxias,470000.0,118.7,3959.56,2,2,1
Oeiras,Caxias,640000.0,135.6,4719.76,2,2,1
Oeiras,Queijas,541100.0,155.0,3490.97,3,3,4
Oeiras,Queijas,265000.0,94.0,2819.15,3,2,3
Oeiras,Queijas,526225.0,150.0,3508.17,3,3,4
Oeiras,Porto Salvo,385000.0,158.0,2436.71,2,2,4
Oeiras,Porto Salvo,900000.0,228.0,3947.37,5,4,1
Oeiras,Porto Salvo,440000.0,110.0,4000.0,2,3,1
Oeiras,Porto Salvo,700000.0,140.0,5000.0,3,3,1
Oeiras,Quebrada-Dafundo,870000.0,169.0,5147.93,3,3,1
Oeiras,Queijas,480000.0,156.4,3069.05,2,3,1
Oeiras,Porto Salvo,550000.0,137.0,4014.6,3,3,1
Oeiras,Quebrada-Dafundo,693000.0,175.0,3960.0,4,4,4
Oeiras,Quebrada-Dafundo,265000.0,97.0,2731.96,2,1,3
Oeiras,Quebrada-Dafundo,832600.0,209.0,3983.73,4,4,4
Oeiras,Quebrada-Dafundo,759500.0,189.0,4018.52,4,4,4
Oeiras,Quebrada-Dafundo,678200.0,169.0,4013.02,3,3,4
Oeiras,Quebrada-Dafundo,674500.0,172.0,3921.51,4,4,4
Oeiras,Porto Salvo,675000.0,168.0,4017.86,4,4,1
Oeiras,Caxias,345000.0,108.85,3169.5,3,2,2
Oeiras,Caxias,525000.0,134.0,3917.91,3,3,1
Oeiras,Caxias,450000.0,109.0,4128.44,2,2,1
Oeiras,Caxias,470000.0,109.0,4311.93,2,2,1
Oeiras,Caxias,640000.0,125.6,5095.54,2,2,1
Oeiras,Porto Salvo,775000.0,168.0,4613.1,4,4,1
Oeiras,Porto Salvo,880000.0,174.35,5047.32,3,3,1
Oeiras,Porto Salvo,900000.0,228.25,3943.04,5,4,1
Oeiras,Porto Salvo,815000.0,228.25,3570.65,5,4,1
Oeiras,Porto Salvo,1150000.0,228.25,5038.34,5,4,1
Oeiras,Porto Salvo,730000.0,204.15,3575.8,4,4,1
Oeiras,Queijas,465000.0,154.2,3015.56,3,3,1
Oeiras,Queijas,455000.0,153.0,2973.86,2,3,1
Oeiras,Porto Salvo,815000.0,228.0,3574.56,5,4,1
Oeiras,Porto Salvo,730000.0,204.0,3578.43,4,4,1
Oeiras,Caxias,450000.0,118.7,3791.07,2,2,1
Oeiras,Quebrada-Dafundo,1450000.0,185.6,7812.5,3,3,1
Oeiras,Quebrada-Dafundo,3650000.0,288.0,12673.61,4,4,1
Oeiras,Quebrada-Dafundo,1550000.0,236.0,6567.8,4,4,1
Oeiras,Quebrada-Dafundo,870000.0,178.0,4887.64,3,3,1
Oeiras,Porto Salvo,440000.0,109.0,4036.7,2,1,4
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Caxias,510000.0,118.7,4296.55,2,2,1
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Caxias,345000.0,120.0,2875.0,3,3,2
Oeiras,Caxias,470000.0,119.0,3949.58,2,2,1
Oeiras,Caxias,345000.0,121.0,2851.24,3,2,2
Oeiras,Caxias,345000.0,109.0,3165.14,3,2,2
Oeiras,Queijas,395000.0,129.0,3062.02,2,1,4
Oeiras,Caxias,640000.0,135.6,4719.76,2,2,1
Oeiras,Caxias,780000.0,190.0,4105.26,3,3,1
Oeiras,Caxias,345000.0,154.0,2240.26,3,2,2
Oeiras,Queijas,480000.0,156.0,3076.92,2,2,1
Oeiras,Caxias,345000.0,120.0,2875.0,3,2,2
Oeiras,Caxias,510000.0,101.0,5049.5,2,2,3
Oeiras,Queijas,455000.0,142.0,3204.23,3,2,1
Oeiras,Queijas,395000.0,116.4,3393.47,2,2,1
Oeiras,Caxias,280000.0,80.0,3500.0,2,1,3
Oeiras,Caxias,1000000.0,306.0,3267.97,3,4,1
Oeiras,Caxias,470000.0,118.7,3959.56,2,2,1
Oeiras,Caxias,450000.0,118.7,3791.07,2,2,1
Oeiras,Caxias,640000.0,135.6,4719.76,2,2,1
Oeiras,Caxias,810000.0,176.75,4582.74,3,3,1
Oeiras,Queijas,400000.0,116.4,3436.43,2,2,1
Oeiras,Queijas,455000.0,139.4,3263.99,2,2,1
Oeiras,Queijas,259000.0,101.0,2564.36,3,2,3
Oeiras,Caxias,190000.0,69.4,2737.75,1,1,2
Oeiras,Caxias,190000.0,69.4,2737.75,1,1,2
Oeiras,Queijas,395000.0,133.5,2958.8,2,2,1
Oeiras,Queijas,455000.0,153.0,2973.86,3,3,1
Oeiras,Queijas,830000.0,273.0,3040.29,3,3,1
Oeiras,Queijas,400000.0,133.5,2996.25,2,2,1
Oeiras,Caxias,780000.0,190.0,4105.26,3,3,1
Oeiras,Caxias,490000.0,101.0,4851.49,2,2,3
Oeiras,Queijas,480000.0,133.0,3609.02,2,2,1
Oeiras,Caxias,490000.0,100.0,4900.0,2,2,3
Oeiras,Caxias,675000.0,195.0,3461.54,4,4,3
Oeiras,Queijas,470000.0,156.4,3005.12,2,3,1
Oeiras,Quebrada-Dafundo,380000.0,70.0,5428.57,2,2,2
Oeiras,Queijas,830000.0,260.0,3192.31,4,4,1
Oeiras,Queijas,500000.0,160.0,3125.0,2,1,1
Oeiras,Queijas,415000.0,120.0,3458.33,2,1,1
Oeiras,Quebrada-Dafundo,761500.0,189.0,4029.1,4,4,4
Oeiras,Caxias,470000.0,118.7,3959.56,2,2,1
Oeiras,Queijas,185000.0,77.0,2402.6,2,1,3
Oeiras,Quebrada-Dafundo,625000.0,110.0,5681.82,2,2,3
Oeiras,Queijas,185000.0,85.0,2176.47,2,1,3
Oeiras,Caxias,260000.0,80.0,3250.0,2,1,3
Oeiras,Caxias,269000.0,77.0,3493.51,2,1,3
Oeiras,Quebrada-Dafundo,495000.0,186.0,2661.29,4,3,2
Oeiras,Queijas,329500.0,126.0,2615.08,2,2,2
Oeiras,Porto Salvo,730000.0,204.0,3578.43,4,4,4
Oeiras,Porto Salvo,815000.0,228.0,3574.56,5,4,4
Oeiras,Porto Salvo,880000.0,174.0,5057.47,3,3,4
Oeiras,Caxias,490000.0,118.7,4128.05,2,2,1
Oeiras,Quebrada-Dafundo,149500.0,52.69,2837.35,2,1,3
Oeiras,Caxias,490000.0,119.0,4117.65,2,2,1
Oeiras,Caxias,185000.0,42.0,4404.76,1,1,2
Oeiras,Quebrada-Dafundo,565000.0,174.83,3231.71,0,2,4
Oeiras,Quebrada-Dafundo,174500.0,67.0,2604.48,2,1,2
Oeiras,Porto Salvo,830000.0,175.0,4742.86,4,4,4
Oeiras,Quebrada-Dafundo,245000.0,100.0,2450.0,3,2,2
Oeiras,Porto Salvo,260000.0,84.0,3095.24,2,1,2
Oeiras,Caxias,519000.0,129.0,4023.26,3,3,2
Oeiras,Porto Salvo,715000.0,210.0,3404.76,4,4,4
Oeiras,Porto Salvo,430000.0,93.0,4623.66,3,2,1
Oeiras,Porto Salvo,410000.0,93.0,4408.6,3,2,1
Oeiras,Porto Salvo,420000.0,93.0,4516.13,3,2,1
Oeiras,Caxias,640000.0,135.6,4719.76,2,2,1
Oeiras,Queijas,400000.0,117.6,3401.36,2,2,1
Oeiras,Quebrada-Dafundo,250000.0,72.92,3428.41,2,2,3
Oeiras,Quebrada-Dafundo,315000.0,95.73,3290.5,3,2,2
Oeiras,Quebrada-Dafundo,495000.0,113.0,4380.53,3,2,3
Oeiras,Queijas,242500.0,122.79,1974.92,3,2,2
Oeiras,Caxias,275000.0,77.0,3571.43,2,2,3
Oeiras,Caxias,460000.0,224.6,2048.09,5,4,4
Oeiras,Queijas,470000.0,156.0,3012.82,2,3,1
Oeiras,Caxias,275000.0,57.0,4824.56,1,1,2
Oeiras,Queijas,265000.0,94.0,2819.15,3,2,2
Oeiras,Caxias,265000.0,174.0,1522.99,3,4,4
Oeiras,Caxias,265000.0,225.0,1177.78,5,4,4
Oeiras,Caxias,625000.0,150.0,4166.67,3,2,3
Oeiras,Quebrada-Dafundo,695000.0,157.0,4426.75,2,3,1
