Sub-district,Borough,Price,Area (m²),Price per square meter,Bedrooms,Bathrooms,Condition
Lisbon,Santo António,460000.0,50.0,9200.0,1,1,4
Lisbon,Santo António,545000.0,59.0,9237.29,1,1,4
Lisbon,Santo António,1295000.0,138.0,9384.06,3,2,4
Lisbon,Santo António,1435000.0,138.0,10398.55,3,2,4
Lisbon,Santo António,355000.0,34.95,10157.37,0,1,4
Lisbon,Lumiar,499000.0,95.0,5252.63,2,2,2
Lisbon,Parque das Nações,1125000.0,227.0,4955.95,6,4,2
Lisbon,Avenidas Novas,900000.0,170.0,5294.12,4,3,2
Lisbon,Avenidas Novas,1600000.0,286.0,5594.41,3,4,2
Lisbon,Santo António,428000.0,33.0,12969.7,1,1,1
Lisbon,Marvila,175000.0,67.0,2611.94,3,1,2
Lisbon,Arroios,870000.0,180.0,4833.33,5,4,3
Lisbon,Misericórdia,940000.0,168.0,5595.24,4,2,1
Lisbon,São Vicente,249000.0,70.0,3557.14,2,1,2
Lisbon,Santa Maria Maior,2800000.0,286.0,9790.21,4,4,3
Lisbon,Lumiar,610000.0,156.0,3910.26,5,3,2
Lisbon,Arroios,390000.0,114.0,3421.05,4,2,3
Lisbon,Lumiar,560000.0,175.0,3200.0,3,3,1
Lisbon,Benfica,450000.0,104.0,4326.92,2,2,2
Lisbon,Estrela,595000.0,155.0,3838.71,3,2,2
Lisbon,Lumiar,437500.0,82.0,5335.37,3,2,2
Lisbon,Arroios,750000.0,200.0,3750.0,6,2,3
Lisbon,Campo de Ourique,1150000.0,176.0,6534.09,3,2,2
Lisbon,Marvila,182000.0,70.39,2585.59,3,1,2
Lisbon,Penha de França,495500.0,135.0,3670.37,3,2,2
Lisbon,Santo António,525000.0,95.0,5526.32,1,1,2
Lisbon,Estrela,145000.0,23.0,6304.35,1,1,3
Lisbon,Estrela,620000.0,82.0,7560.98,1,1,1
Lisbon,Estrela,250000.0,55.0,4545.45,1,1,2
Lisbon,Alcântara,2500000.0,177.09,14117.12,3,4,4
Lisbon,Alcântara,925000.0,110.29,8386.98,2,3,4
Lisbon,Alcântara,920000.0,62.46,14729.43,1,2,4
Lisbon,Campo de Ourique,415000.0,68.0,6102.94,2,1,1
Lisbon,Penha de França,285000.0,77.0,3701.3,2,1,1
Lisbon,Alvalade,670000.0,125.0,5360.0,3,3,3
Lisbon,Alvalade,425000.0,60.0,7083.33,1,1,4
Lisbon,Alcântara,295000.0,55.0,5363.64,1,1,3
Lisbon,Belém,1400000.0,216.0,6481.48,3,4,2
Lisbon,Misericórdia,1350000.0,172.0,7848.84,3,3,3
Lisbon,Marvila,158000.0,66.0,2393.94,2,1,2
Lisbon,Lumiar,400000.0,144.12,2775.46,4,3,2
Lisbon,Arroios,545000.0,115.0,4739.13,3,2,3
Lisbon,Arroios,475000.0,127.0,3740.16,4,2,2
Lisbon,Santa Maria Maior,235000.0,55.0,4272.73,1,1,3
Lisbon,Penha de França,350000.0,76.0,4605.26,3,1,3
Lisbon,Lumiar,650000.0,150.0,4333.33,3,3,3
Lisbon,Alcântara,779900.0,125.0,6239.2,4,2,3
Lisbon,Santa Maria Maior,1750000.0,204.0,8578.43,4,3,3
Lisbon,São Vicente,280000.0,55.0,5090.91,1,1,1
Lisbon,São Vicente,193000.0,59.0,3271.19,1,2,1
Lisbon,Estrela,255000.0,59.0,4322.03,2,1,2
Lisbon,Campo de Ourique,349000.0,55.0,6345.45,1,1,2
Lisbon,Marvila,370000.0,102.0,3627.45,3,2,2
Lisbon,Misericórdia,790000.0,157.0,5031.85,2,3,2
Lisbon,Arroios,850000.0,145.0,5862.07,3,2,1
Lisbon,Avenidas Novas,750000.0,155.0,4838.71,4,3,3
Lisbon,Santa Maria Maior,545000.0,70.0,7785.71,1,1,1
Lisbon,Misericórdia,415000.0,60.0,6916.67,1,1,2
Lisbon,Marvila,695000.0,145.0,4793.1,4,2,2
Lisbon,Avenidas Novas,1390000.0,250.0,5560.0,3,3,2
Lisbon,Arroios,1280000.0,242.0,5289.26,4,4,3
Lisbon,Marvila,165000.0,70.0,2357.14,2,1,2
Lisbon,Estrela,595000.0,177.0,3361.58,3,2,3
Lisbon,Penha de França,350000.0,58.0,6034.48,2,1,2
Lisbon,Avenidas Novas,290000.0,87.0,3333.33,2,2,2
Lisbon,Santa Maria Maior,515000.0,100.0,5150.0,2,1,2
Lisbon,Penha de França,350000.0,46.26,7565.93,2,1,3
Lisbon,Alcântara,220000.0,40.0,5500.0,2,1,2
Lisbon,Estrela,650000.0,151.0,4304.64,4,2,2
Lisbon,Campolide,225000.0,30.0,7500.0,1,1,1
Lisbon,Benfica,180000.0,55.0,3272.73,2,2,3
Lisbon,São Vicente,285000.0,45.0,6333.33,2,1,3
Lisbon,São Vicente,203900.0,50.0,4078.0,2,1,2
Lisbon,Arroios,570000.0,102.0,5588.24,3,2,1
Lisbon,Arroios,530000.0,141.0,3758.87,3,2,1
Lisbon,Arroios,775000.0,193.0,4015.54,4,2,1
Lisbon,Arroios,520000.0,108.0,4814.81,3,2,1
Lisbon,Arroios,610000.0,141.0,4326.24,3,2,1
Lisbon,Arroios,550000.0,141.0,3900.71,3,2,1
Lisbon,São Vicente,195000.0,40.0,4875.0,1,1,2
Lisbon,Arroios,560000.0,108.0,5185.19,3,2,1
Lisbon,Arroios,580000.0,141.0,4113.48,3,2,1
Lisbon,Santa Maria Maior,980000.0,119.0,8235.29,3,3,3
Lisbon,São Vicente,279900.0,104.0,2691.35,2,1,3
Lisbon,Olivais,132000.0,58.0,2275.86,2,1,2
Lisbon,Penha de França,215000.0,50.0,4300.0,1,1,2
Lisbon,Santa Maria Maior,509000.0,72.0,7069.44,2,2,3
Lisbon,Alcântara,140000.0,18.0,7777.78,0,1,3
Lisbon,Alvalade,270000.0,59.0,4576.27,2,1,2
Lisbon,Estrela,285000.0,73.0,3904.11,2,1,2
Lisbon,Penha de França,187500.0,34.0,5514.71,1,1,3
Lisbon,Lumiar,475000.0,117.0,4059.83,4,3,2
Lisbon,Arroios,430000.0,83.0,5180.72,2,1,2
Lisbon,Arroios,370000.0,100.0,3700.0,3,2,3
Lisbon,Alvalade,500000.0,115.0,4347.83,3,2,2
Lisbon,Avenidas Novas,915000.0,173.0,5289.02,4,4,2
Lisbon,Avenidas Novas,750000.0,94.0,7978.72,2,2,1
Lisbon,Avenidas Novas,1160000.0,158.0,7341.77,3,3,1
Lisbon,Avenidas Novas,730000.0,94.0,7765.96,2,2,1
Lisbon,Avenidas Novas,1080000.0,158.0,6835.44,3,3,1
Lisbon,Avenidas Novas,690000.0,94.0,7340.43,2,2,1
Lisbon,Lumiar,420000.0,90.0,4666.67,3,2,3
Lisbon,Belém,820000.0,198.0,4141.41,4,2,2
Lisbon,São Vicente,313000.0,70.0,4471.43,2,1,3
Lisbon,Avenidas Novas,520000.0,110.0,4727.27,3,2,2
Lisbon,Avenidas Novas,520000.0,57.0,9122.81,1,1,4
Lisbon,Misericórdia,511300.0,62.0,8246.77,2,1,4
Lisbon,Estrela,225000.0,44.0,5113.64,1,1,3
Lisbon,Benfica,563500.0,137.0,4113.14,2,3,2
Lisbon,Alcântara,545000.0,73.0,7465.75,2,2,1
Lisbon,Alcântara,605000.0,71.0,8521.13,2,2,2
Lisbon,Alcântara,565000.0,73.0,7739.73,2,2,1
Lisbon,Alcântara,575000.0,82.0,7012.2,2,2,2
Lisbon,Benfica,387000.0,86.0,4500.0,3,2,3
Lisbon,Santo António,420000.0,66.15,6349.21,1,1,1
Lisbon,Santo António,640000.0,115.0,5565.22,2,1,1
Lisbon,Santo António,540000.0,78.0,6923.08,2,1,1
Lisbon,Santo António,560000.0,78.0,7179.49,2,1,1
Lisbon,Santo António,660000.0,115.0,5739.13,2,1,1
Lisbon,Santo António,675000.0,115.0,5869.57,2,1,1
Lisbon,Santo António,725000.0,115.0,6304.35,2,1,1
Lisbon,Santo António,525000.0,78.0,6730.77,2,1,1
Lisbon,Santo António,725000.0,114.0,6359.65,2,1,1
Lisbon,Santo António,410000.0,69.0,5942.03,1,1,1
Lisbon,Santo António,575000.0,78.0,7371.79,2,1,1
Lisbon,Santo António,380000.0,69.0,5507.25,1,1,1
Lisbon,Santo António,405000.0,69.0,5869.57,1,1,1
Lisbon,Santo António,400000.0,66.15,6046.86,1,1,1
Lisbon,Santo António,330000.0,69.0,4782.61,1,1,1
Lisbon,Santo António,430000.0,66.15,6500.38,1,1,1
Lisbon,Santo António,380000.0,66.15,5744.52,1,1,1
Lisbon,Santo António,590000.0,115.0,5130.43,2,1,1
Lisbon,Lumiar,515000.0,137.0,3759.12,4,3,3
Lisbon,Avenidas Novas,445200.0,54.0,8244.44,1,1,4
Lisbon,Campo de Ourique,1720000.0,147.0,11700.68,2,3,4
Lisbon,Avenidas Novas,1035000.0,109.0,9495.41,3,4,4
Lisbon,Avenidas Novas,2322000.0,182.0,12758.24,4,4,4
Lisbon,Avenidas Novas,871000.0,128.0,6804.69,3,4,4
Lisbon,Avenidas Novas,745500.0,66.0,11295.45,2,2,4
Lisbon,Campo de Ourique,420000.0,75.4,5570.29,2,1,1
Lisbon,Santa Maria Maior,1400000.0,159.0,8805.03,3,3,2
Lisbon,Avenidas Novas,560000.0,106.12,5277.04,3,2,2
Lisbon,Avenidas Novas,460000.0,70.0,6571.43,1,1,4
Lisbon,Benfica,500000.0,80.0,6250.0,3,2,3
Lisbon,Benfica,350000.0,96.0,3645.83,3,1,2
Lisbon,Santa Maria Maior,310000.0,58.0,5344.83,1,1,1
Lisbon,Estrela,600000.0,55.0,10909.09,1,1,1
Lisbon,Santo António,665000.0,100.0,6650.0,1,1,1
Lisbon,Santa Maria Maior,505000.0,68.0,7426.47,2,2,1
Lisbon,Avenidas Novas,1160000.0,177.0,6553.67,4,4,3
Lisbon,Marvila,530000.0,93.0,5698.92,1,1,4
Lisbon,Marvila,330000.0,63.0,5238.1,0,1,4
Lisbon,Marvila,525000.0,96.0,5468.75,1,2,4
Lisbon,Santo António,650000.0,71.82,9050.4,2,2,3
Lisbon,Santa Maria Maior,1655000.0,157.7,10494.61,2,3,1
Lisbon,Santo António,1995000.0,172.38,11573.27,3,3,2
Lisbon,Misericórdia,850000.0,82.6,10290.56,2,2,2
Lisbon,Avenidas Novas,504000.0,50.46,9988.11,1,1,4
Lisbon,Avenidas Novas,924000.0,96.66,9559.28,2,2,4
Lisbon,Avenidas Novas,570000.0,51.0,11176.47,1,1,4
Lisbon,Avenidas Novas,526000.0,57.21,9194.2,1,1,4
Lisbon,Avenidas Novas,712000.0,86.53,8228.36,2,2,4
Lisbon,Avenidas Novas,520000.0,57.21,9089.32,1,1,4
Lisbon,Santa Maria Maior,2150000.0,195.6,10991.82,3,3,4
Lisbon,Benfica,450000.0,81.0,5555.56,3,2,3
Lisbon,Misericórdia,1300000.0,172.36,7542.35,3,3,1
Lisbon,Arroios,1330000.0,210.0,6333.33,3,4,1
Lisbon,Misericórdia,2350000.0,284.05,8273.19,3,4,3
Lisbon,Parque das Nações,1900000.0,161.5,11764.71,3,3,4
Lisbon,Misericórdia,1600000.0,140.0,11428.57,2,3,1
Lisbon,Misericórdia,3500000.0,314.0,11146.5,3,4,1
Lisbon,Belém,950000.0,139.01,6834.04,2,3,4
Lisbon,Parque das Nações,1800000.0,129.81,13866.42,3,3,4
Lisbon,Parque das Nações,1050000.0,138.89,7559.94,2,3,4
Lisbon,Parque das Nações,1780000.0,161.5,11021.67,3,3,4
Lisbon,Parque das Nações,2500000.0,244.05,10243.8,4,4,4
Lisbon,Parque das Nações,1000000.0,138.89,7199.94,2,3,4
Lisbon,Parque das Nações,3200000.0,244.05,13112.07,4,4,4
Lisbon,Parque das Nações,1800000.0,161.5,11145.51,4,4,4
Lisbon,Parque das Nações,1500000.0,161.5,9287.93,3,3,4
Lisbon,Parque das Nações,915000.0,129.2,7082.04,2,3,4
Lisbon,Parque das Nações,950000.0,138.89,6839.95,2,3,4
Lisbon,Parque das Nações,1400000.0,161.5,8668.73,3,3,4
Lisbon,Parque das Nações,880000.0,138.89,6335.95,2,3,4
Lisbon,Parque das Nações,850000.0,96.9,8771.93,2,3,4
Lisbon,Parque das Nações,925000.0,138.89,6659.95,2,3,4
Lisbon,Avenidas Novas,707000.0,86.53,8170.58,2,2,4
Lisbon,Avenidas Novas,450000.0,70.0,6428.57,1,1,1
Lisbon,Avenidas Novas,703000.0,86.53,8124.35,2,2,4
Lisbon,Avenidas Novas,698000.0,86.53,8066.57,2,2,4
Lisbon,Lumiar,465000.0,97.0,4793.81,3,2,2
Lisbon,Santa Maria Maior,210000.0,38.0,5526.32,1,1,2
Lisbon,Avenidas Novas,502000.0,57.21,8774.69,1,1,4
Lisbon,Avenidas Novas,865000.0,87.0,9942.53,2,2,4
Lisbon,Belém,900000.0,130.0,6923.08,3,3,2
Lisbon,São Vicente,330000.0,130.0,2538.46,3,2,2
Lisbon,Avenidas Novas,390000.0,47.0,8297.87,1,1,4
Lisbon,Avenidas Novas,850000.0,115.0,7391.3,3,4,4
Lisbon,Campo de Ourique,950000.0,105.0,9047.62,2,3,4
Lisbon,Avenidas Novas,1050000.0,109.0,9633.03,3,4,4
Lisbon,Parque das Nações,1100000.0,149.0,7382.55,3,3,2
Lisbon,Benfica,410000.0,104.0,3942.31,2,2,3
Lisbon,Avenidas Novas,440000.0,70.0,6285.71,1,1,1
Lisbon,Belém,1100000.0,270.0,4074.07,5,3,3
Lisbon,Estrela,1690000.0,180.0,9388.89,4,4,2
Lisbon,Misericórdia,165000.0,42.0,3928.57,1,2,3
Lisbon,Avenidas Novas,1280000.0,111.0,11531.53,3,4,2
Lisbon,Misericórdia,990000.0,178.0,5561.8,5,1,2
Lisbon,Avenidas Novas,502000.0,52.46,9569.2,1,2,4
Lisbon,Avenidas Novas,635000.0,49.0,12959.18,1,2,4
Lisbon,Campolide,730000.0,91.0,8021.98,2,2,1
Lisbon,Estrela,975000.0,138.0,7065.22,3,3,1
Lisbon,Campolide,870000.0,92.0,9456.52,2,2,1
Lisbon,Campolide,500000.0,67.0,7462.69,1,1,1
Lisbon,Campo de Ourique,1500000.0,163.0,9202.45,3,4,2
Lisbon,Santa Maria Maior,1620000.0,201.0,8059.7,4,3,2
Lisbon,Belém,950000.0,139.01,6834.04,2,3,4
Lisbon,Alvalade,432000.0,60.0,7200.0,2,1,3
Lisbon,Misericórdia,450000.0,100.0,4500.0,2,2,3
Lisbon,Avenidas Novas,1100000.0,188.5,5835.54,4,4,1
Lisbon,Penha de França,647000.0,196.58,3291.28,6,3,2
Lisbon,Estrela,1395000.0,190.0,7342.11,4,4,3
Lisbon,Alvalade,690000.0,143.0,4825.17,4,4,3
Lisbon,Arroios,425000.0,110.0,3863.64,3,3,3
Lisbon,Benfica,350000.0,60.0,5833.33,2,1,3
Lisbon,Estrela,1710000.0,295.0,5796.61,4,4,2
Lisbon,Misericórdia,650000.0,81.0,8024.69,2,1,2
Lisbon,Benfica,350000.0,81.0,4320.99,3,2,3
Lisbon,Avenidas Novas,714000.0,75.0,9520.0,2,2,4
Lisbon,Avenidas Novas,410000.0,53.0,7735.85,1,1,4
Lisbon,Campo de Ourique,398000.0,101.0,3940.59,2,1,4
Lisbon,Campo de Ourique,373000.0,65.0,5738.46,1,1,4
Lisbon,Santo António,1500000.0,249.0,6024.1,4,4,3
Lisbon,Avenidas Novas,340000.0,61.25,5551.02,1,1,1
Lisbon,Santo António,1700000.0,112.0,15178.57,2,2,1
Lisbon,Avenidas Novas,630000.0,75.0,8400.0,2,2,4
Lisbon,Avenidas Novas,380000.0,54.0,7037.04,1,1,4
Lisbon,Benfica,500000.0,96.0,5208.33,3,2,3
Lisbon,Avenidas Novas,660000.0,103.35,6386.07,2,2,4
Lisbon,Penha de França,350000.0,58.0,6034.48,2,1,3
Lisbon,Benfica,350000.0,65.0,5384.62,2,1,3
Lisbon,Avenidas Novas,2960000.0,258.0,11472.87,3,4,1
Lisbon,Estrela,760000.0,158.0,4810.13,1,1,3
Lisbon,Avenidas Novas,500000.0,60.0,8333.33,1,1,1
Lisbon,Campo de Ourique,360000.0,47.0,7659.57,1,1,4
Lisbon,Campo de Ourique,390000.0,70.0,5571.43,1,1,4
Lisbon,Belém,1050000.0,154.75,6785.14,3,4,4
Lisbon,Santo António,545000.0,59.0,9237.29,1,1,4
Lisbon,Arroios,1380000.0,200.22,6892.42,3,4,2
Lisbon,Penha de França,350000.0,46.0,7608.7,2,1,3
Lisbon,Avenidas Novas,500000.0,71.18,7024.45,1,2,3
Lisbon,Misericórdia,500000.0,73.0,6849.32,2,2,2
Lisbon,Misericórdia,105000.0,17.36,6048.39,0,1,3
Lisbon,Parque das Nações,720000.0,87.0,8275.86,2,2,1
Lisbon,Arroios,500000.0,93.0,5376.34,1,2,1
Lisbon,Parque das Nações,1950000.0,275.0,7090.91,6,3,2
Lisbon,Santa Maria Maior,550000.0,90.0,6111.11,3,2,3
Lisbon,Avenidas Novas,360000.0,52.0,6923.08,1,1,4
Lisbon,Alvalade,950000.0,133.0,7142.86,3,3,1
Lisbon,Santo António,2200000.0,165.0,13333.33,2,3,2
Lisbon,Santo António,1075000.0,192.0,5598.96,3,3,3
Lisbon,Avenidas Novas,2390000.0,186.0,12849.46,4,4,1
Lisbon,Avenidas Novas,650000.0,78.0,8333.33,2,2,1
Lisbon,Avenidas Novas,635000.0,73.0,8698.63,2,2,1
Lisbon,Avenidas Novas,500000.0,57.0,8771.93,1,1,1
Lisbon,Avenidas Novas,1990000.0,137.0,14525.55,3,4,1
Lisbon,Avenidas Novas,799000.0,126.0,6341.27,3,4,1
Lisbon,Arroios,519000.0,56.0,9267.86,1,1,1
Lisbon,Penha de França,350000.0,53.0,6603.77,2,1,2
Lisbon,Avenidas Novas,435000.0,62.8,6926.75,1,1,1
Lisbon,Arroios,1330000.0,204.0,6519.61,3,4,1
Lisbon,Olivais,305000.0,55.0,5545.45,1,1,4
Lisbon,Olivais,324000.0,54.0,6000.0,1,1,1
Lisbon,Olivais,320000.0,67.0,4776.12,1,1,4
Lisbon,São Vicente,350000.0,41.0,8536.59,1,1,4
Lisbon,Santa Maria Maior,515000.0,47.0,10957.45,1,1,1
Lisbon,São Vicente,350000.0,43.0,8139.53,1,1,4
Lisbon,Arroios,215000.0,46.0,4673.91,1,1,3
Lisbon,Santa Maria Maior,797000.0,141.26,5642.08,2,3,3
Lisbon,Areeiro,395000.0,50.0,7900.0,1,2,2
Lisbon,Avenidas Novas,625000.0,106.0,5896.23,2,1,1
Lisbon,Lumiar,665000.0,160.0,4156.25,3,3,3
Lisbon,Avenidas Novas,1760000.0,174.08,10110.29,3,4,1
Lisbon,Santo António,520000.0,100.0,5200.0,1,3,4
Lisbon,Campolide,895000.0,92.0,9728.26,2,2,4
Lisbon,Campolide,775000.0,102.0,7598.04,2,1,4
Lisbon,Campolide,735000.0,93.0,7903.23,2,1,4
Lisbon,Campolide,700000.0,92.0,7608.7,2,1,4
Lisbon,Campolide,770000.0,98.0,7857.14,2,1,4
Lisbon,Campolide,785000.0,90.0,8722.22,2,1,4
Lisbon,Campolide,760000.0,98.0,7755.1,2,1,4
Lisbon,Campolide,725000.0,92.0,7880.43,2,1,4
Lisbon,Campolide,775000.0,90.0,8611.11,2,3,4
Lisbon,Avenidas Novas,1085040.0,104.0,10433.08,2,2,1
Lisbon,Avenidas Novas,1065240.0,118.0,9027.46,2,2,1
Lisbon,Alvalade,1540000.0,212.0,7264.15,4,4,1
Lisbon,Areeiro,765000.0,126.0,6071.43,2,2,4
Lisbon,Alvalade,1025000.0,143.0,7167.83,2,3,1
Lisbon,Areeiro,885000.0,143.0,6188.81,3,2,4
Lisbon,Areeiro,770000.0,127.0,6062.99,2,2,4
Lisbon,Alvalade,560000.0,82.0,6829.27,1,2,1
Lisbon,Alvalade,487500.0,67.0,7276.12,1,2,1
Lisbon,Alvalade,1020000.0,147.0,6938.78,3,3,1
Lisbon,Alvalade,1650000.0,227.0,7268.72,4,4,1
Lisbon,Alvalade,930000.0,132.0,7045.45,3,3,1
Lisbon,Alvalade,950000.0,128.0,7421.88,3,3,1
Lisbon,Alvalade,475000.0,60.0,7916.67,1,1,1
Lisbon,Alvalade,930000.0,131.0,7099.24,3,3,1
Lisbon,Alvalade,995000.0,140.0,7107.14,2,3,1
Lisbon,Alvalade,470000.0,70.0,6714.29,1,2,1
Lisbon,Belém,895000.0,74.0,12094.59,1,1,4
Lisbon,Alvalade,485000.0,60.0,8083.33,1,1,1
Lisbon,Belém,895000.0,78.0,11474.36,1,1,4
Lisbon,Belém,895000.0,80.0,11187.5,1,1,4
Lisbon,Belém,860000.0,76.0,11315.79,1,1,4
Lisbon,Belém,860000.0,78.0,11025.64,1,1,4
Lisbon,Belém,860000.0,75.0,11466.67,1,1,4
Lisbon,Belém,895000.0,76.0,11776.32,1,1,4
Lisbon,Belém,925000.0,110.0,8409.09,2,2,4
Lisbon,Belém,2500000.0,177.0,14124.29,3,4,4
Lisbon,Belém,895000.0,73.0,12260.27,1,1,4
Lisbon,Belém,860000.0,74.0,11621.62,1,1,4
Lisbon,Belém,855000.0,74.0,11554.05,1,1,4
Lisbon,Belém,1055000.0,110.0,9590.91,2,2,4
Lisbon,Belém,2500000.0,179.0,13966.48,3,4,4
Lisbon,Olivais,867755.7,282.0,3077.15,5,4,1
Lisbon,Santo António,525000.0,106.0,4952.83,1,2,4
Lisbon,Olivais,870534.0,282.0,3087.0,5,4,1
Lisbon,Olivais,877942.8,282.0,3113.27,5,4,1
Lisbon,Santo António,525000.0,104.0,5048.08,1,3,4
Lisbon,São Vicente,1140000.0,181.0,6298.34,3,3,4
Lisbon,São Vicente,965000.0,156.0,6185.9,3,3,4
Lisbon,Alvalade,735000.0,105.0,7000.0,2,2,1
Lisbon,Olivais,819598.5,269.0,3046.83,4,3,1
Lisbon,Olivais,904799.7,303.0,2986.14,4,3,1
Lisbon,Olivais,881647.2,268.0,3289.73,4,3,1
Lisbon,Olivais,816820.2,266.0,3070.75,4,3,1
Lisbon,Olivais,868681.8,282.0,3080.43,5,4,1
Lisbon,Olivais,907578.0,282.0,3218.36,5,4,1
Lisbon,Avenidas Novas,425000.0,62.8,6767.52,1,1,1
Lisbon,Alvalade,425000.0,60.0,7083.33,1,1,1
Lisbon,Estrela,760000.0,97.0,7835.05,1,1,4
Lisbon,Santo António,1200000.0,170.0,7058.82,3,3,4
Lisbon,Misericórdia,890000.0,120.0,7416.67,2,2,4
Lisbon,Santo António,1400000.0,193.0,7253.89,3,4,4
Lisbon,São Vicente,830000.0,186.0,4462.37,3,4,1
Lisbon,Estrela,1500000.0,136.0,11029.41,3,2,4
Lisbon,Estrela,900000.0,116.0,7758.62,2,2,4
Lisbon,Misericórdia,995000.0,141.0,7056.74,2,3,4
Lisbon,Campolide,610000.0,81.0,7530.86,1,1,4
Lisbon,Misericórdia,880000.0,126.0,6984.13,2,3,4
Lisbon,Arroios,620000.0,91.0,6813.19,2,2,1
Lisbon,Areeiro,685000.0,120.0,5708.33,2,1,4
Lisbon,Avenidas Novas,1160000.0,150.0,7733.33,4,4,3
Lisbon,Benfica,350000.0,63.0,5555.56,2,1,3
Lisbon,Benfica,350000.0,62.0,5645.16,2,2,2
Lisbon,Arroios,279000.0,55.0,5072.73,1,1,1
Lisbon,Campo de Ourique,892000.0,145.0,6151.72,3,3,1
Lisbon,Arroios,250000.0,50.0,5000.0,1,1,2
Lisbon,Arroios,647000.0,96.0,6739.58,3,2,3
Lisbon,Arroios,530000.0,50.0,10600.0,2,1,3
Lisbon,Benfica,145000.0,47.5,3052.63,1,1,3
Lisbon,Penha de França,395000.0,80.0,4937.5,2,2,2
Lisbon,Belém,1350000.0,191.57,7047.03,4,1,1
Lisbon,Avenidas Novas,1600000.0,240.1,6663.89,6,4,2
Lisbon,Avenidas Novas,1480000.0,215.0,6883.72,4,1,3
Lisbon,Santa Maria Maior,775000.0,88.0,8806.82,2,2,4
Lisbon,Campo de Ourique,1850000.0,274.0,6751.82,5,3,2
Lisbon,Avenidas Novas,485000.0,88.0,5511.36,2,2,3
Lisbon,Avenidas Novas,415000.0,62.8,6608.28,1,1,1
Lisbon,Benfica,599000.0,145.5,4116.84,5,3,2
Lisbon,Belém,700000.0,160.0,4375.0,2,2,1
Lisbon,Arroios,420000.0,114.0,3684.21,6,2,2
Lisbon,Alcântara,685000.0,134.0,5111.94,3,2,3
Lisbon,Alcântara,430000.0,114.0,3771.93,3,1,3
Lisbon,Olivais,199000.0,61.0,3262.3,3,1,2
Lisbon,Benfica,810000.0,178.0,4550.56,4,2,2
Lisbon,Campo de Ourique,370000.0,45.2,8185.84,1,1,2
Lisbon,Avenidas Novas,995000.0,192.0,5182.29,4,3,3
Lisbon,Marvila,299000.0,98.0,3051.02,3,2,2
Lisbon,São Vicente,768000.0,149.0,5154.36,3,3,2
Lisbon,Parque das Nações,1090000.0,170.74,6383.98,3,3,2
Lisbon,Misericórdia,636000.0,73.0,8712.33,1,1,4
Lisbon,Avenidas Novas,875000.0,121.0,7231.4,3,4,4
Lisbon,Estrela,730000.0,114.0,6403.51,2,3,1
Lisbon,Estrela,1500000.0,141.0,10638.3,3,2,4
Lisbon,Areeiro,875000.0,143.0,6118.88,3,2,4
Lisbon,Avenidas Novas,970200.0,104.0,9328.85,2,2,1
Lisbon,Areeiro,720000.0,120.0,6000.0,2,1,4
Lisbon,Areeiro,1270000.0,196.0,6479.59,2,1,4
Lisbon,Areeiro,1400000.0,218.0,6422.02,3,2,4
Lisbon,Misericórdia,655000.0,117.0,5598.29,1,2,4
Lisbon,Arroios,1000000.0,146.0,6849.32,3,3,1
Lisbon,Alcântara,770000.0,65.0,11846.15,1,1,4
Lisbon,São Vicente,1190000.0,172.0,6918.6,3,3,4
Lisbon,Santa Maria Maior,255000.0,38.0,6710.53,0,1,4
Lisbon,São Vicente,1090000.0,172.0,6337.21,3,3,4
Lisbon,Olivais,798298.2,269.0,2967.65,4,3,1
Lisbon,Alcântara,2500000.0,186.0,13440.86,3,4,4
Lisbon,Misericórdia,367500.0,47.0,7819.15,0,1,4
Lisbon,Santa Maria Maior,255000.0,37.0,6891.89,0,1,4
Lisbon,Olivais,865903.5,282.0,3070.58,5,4,1
Lisbon,Olivais,578800.0,160.0,3617.5,2,3,1
Lisbon,Santa Maria Maior,990000.0,139.0,7122.3,3,3,3
Lisbon,Avenidas Novas,1200000.0,180.0,6666.67,4,4,3
Lisbon,Arroios,2420000.0,257.0,9416.34,3,4,4
Lisbon,São Vicente,277500.0,43.0,6453.49,1,1,4
Lisbon,São Vicente,250000.0,41.0,6097.56,1,1,4
Lisbon,Misericórdia,2800000.0,253.0,11067.19,5,4,4
Lisbon,Estrela,1750000.0,266.0,6578.95,4,4,2
Lisbon,Campo de Ourique,280000.0,53.0,5283.02,1,1,2
Lisbon,Parque das Nações,670000.0,146.0,4589.04,3,3,3
Lisbon,Avenidas Novas,340000.0,98.0,3469.39,3,2,3
Lisbon,Belém,1700000.0,241.7,7033.51,4,4,1
Lisbon,Avenidas Novas,1700000.0,179.0,9497.21,6,2,3
Lisbon,Santo António,996000.0,189.7,5250.4,3,1,3
Lisbon,Avenidas Novas,1950000.0,190.0,10263.16,4,4,3
Lisbon,Misericórdia,1100000.0,187.5,5866.67,2,3,2
Lisbon,Lumiar,430000.0,125.21,3434.23,3,2,4
Lisbon,Lumiar,565000.0,202.54,2789.57,4,3,4
Lisbon,Santo António,335000.0,50.0,6700.0,2,1,3
Lisbon,Avenidas Novas,1910000.0,244.0,7827.87,6,4,2
Lisbon,Estrela,859000.0,113.0,7601.77,3,4,3
Lisbon,Benfica,275000.0,54.0,5092.59,2,1,3
Lisbon,Misericórdia,285000.0,60.0,4750.0,3,2,2
Lisbon,Lumiar,829000.0,165.05,5022.72,4,4,1
