Link,Concelho,Freguesia,Price,Bedrooms,Area (m²),Condition,Bathrooms
https://www.imovirtual.com/en/anuncio/estudio-charmoso-para-venda-na-mouraria-lisboa-ID15yI1.html#fb9b275a5e,Lisboa,Maior,255000,T0,30.0,New,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-jardim-no-principe-real-ID16p3O.html#fb9b275a5e,Lisboa,Misericórdia,740800,T2,63.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t0-ideal-para-investimento-em-santo-amaro-l-ID17fzQ.html#fb9b275a5e,Lisboa,Alcântara,370000,T0,44.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t0-1-duplex-em-zona-nobre-de-lisboa-ID15vBX.html#fb9b275a5e,Lisboa,António,535000,T0,46.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t1-ideal-para-investimento-em-santo-amaro-l-ID17fAl.html#fb9b275a5e,Lisboa,Alcântara,390000,T1,54.12,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-com-varanda-e-vista-rio-no-parque-nacoes-ID15vzN.html#fb9b275a5e,Loures,Portela,1400000,T3,142.0,Under construction,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/penthouse-t3-duplex-com-terraco-e-varandas-nas-avenidas-ID15vzD.html#fb9b275a5e,Lisboa,Novas,1180000,T3,161.0,Under construction,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-estacionamento-perto-do-marques-de-pombal-ID15vyA.html#fb9b275a5e,Lisboa,António,900000,T2,95.0,Under construction,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t1-charmoso-para-venda-na-mouraria-lisboa-ID15yHK.html#fb9b275a5e,Lisboa,Maior,255000,T1,30.0,New,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-um-lugar-de-estacionamento-em-arroios-ID12xXO.html#fb9b275a5e,Lisboa,Arroios,430000,T2,80.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t1-sao-bento-ID17im9.html#fb9b275a5e,Lisboa,Misericórdia,280000,T1,57.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t4-no-centro-de-queluz-ID17iml.html#fb9b275a5e,Sintra,Belas,138500,T4,77.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-junto-da-avenida-de-liberdade-ID17idV.html#fb9b275a5e,Lisboa,António,450000,T2,86.0,,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/excelente-apartamento-t6-em-condominio-fechado-com-jardim-e-piscina-ID16GhJ.html#fb9b275a5e,Lisboa,Carnide,1670000,T6,320.0,,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/apartamento-175-m-t3-ID17ilf.html#fb9b275a5e,Mafra,Ericeira,490000,T3,175.0,,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t2-em-condominio-semi-fechado-com-piscina-ID17ilo.html#fb9b275a5e,Odivelas,sale:,410000,T2,121.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t3-pronto-a-habitar-zona-calma-a-15min-do-centro-lisboa-ID17ilA.html#fb9b275a5e,Loures,Frielas,199000,T3,80.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/falagueira-t2-totalmente-renovado-com-quintal-ID17kZs.html#fb9b275a5e,Amadora,Nova,179000,T2,70.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t1com-vista-de-cidade-e-rio-na-penha-de-franca-ID17ims.html#fb9b275a5e,Lisboa,França,285000,T1,65.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-santa-clara-junto-ao-metro-ID17ilz.html#fb9b275a5e,Lisboa,Clara,218000,T2,67.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-60-m-t1-ID17il3.html#fb9b275a5e,Lisboa,Alvalade,425000,T1,60.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t4-duplex-alcantara-lisboa-ID177ao.html#fb9b275a5e,Lisboa,Alcântara,500000,T4,130.0,Renovated,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/fantastico-t3-na-zona-do-parque-dos-principes-em-telheiras-ID17llZ.html#fb9b275a5e,Lisboa,Lumiar,615000,T3,162.0,Used,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t3-urbanizacao-torre-da-aguilha-ID135tW.html#fb9b275a5e,Cascais,Rana,336000,T3,129.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t3-povoa-de-santa-iria-ID17bG2.html#fb9b275a5e,Xira,de,325000,T3,120.0,Used,
https://www.imovirtual.com/en/anuncio/apartamento-a-estrear-com-areas-acima-da-media-ID16RdI.html#766e2c5088,Amadora,Venteira,490000,T4,174.0,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t3-para-venda-em-alhandra-junto-a-marina-ID16Qo8.html#766e2c5088,Xira,de,285000,T3,150.0,Renovated,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t4-com-vista-de-mar-situado-no-alto-do-lagoal-ID17lIf.html#766e2c5088,Oeiras,Caxias,675000,T4,156.0,Used,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/apartamento-t4-remodelado-varanda-arrecadacao-agualva-ID17jxZ.html#766e2c5088,Sintra,Mira-Sintra,193500,T4,103.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t1-no-bloco-das-aguas-livres-amoreiras-vis-ID15Q1a.html#766e2c5088,Lisboa,Ourique,760000,T1,77.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t3-com-remodelacao-total-no-centro-de-odivelas-ID16yBt.html#766e2c5088,Odivelas,sale:,190000,T3,72.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-em-excelente-estado-em-moinho-do-guizo-amadora-ID171Ia.html#766e2c5088,Amadora,Água,190000,T2,87.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-1-a-venda-em-porto-salvo-ID17hZD.html#766e2c5088,Oeiras,Salvo,198900,T2,80.0,Renovated,
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-estacionamento-no-saldanha-lisboa-ID17lH9.html#766e2c5088,Lisboa,Novas,650000,T2,67.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-de-3-assoalhadas-lumiar-calcada-de-carriche-ID17lGF.html#766e2c5088,Lisboa,Lumiar,179000,T2,74.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-1-venda-em-santo-antonio-lisboa-ID17lGz.html#766e2c5088,Lisboa,António,1100000,T2,143.0,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t1-unico-varanda-ampla-com-churrasqueira-e-garagem-ID17jkz.html#766e2c5088,Xira,de,228000,T1,84.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-centro-da-parede-ID17fmy.html#766e2c5088,Cascais,Parede,375000,T2,90.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-agualva-cacem-remodelado-com-arrecadacao-ID17kV8.html#766e2c5088,Sintra,Martins,145000,T2,80.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-com-varanda-e-estacionamento-ID14Rps.html#766e2c5088,Loures,Velho,721050,T3,192.6,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t2-agualva-cacem-ID17hTS.html#766e2c5088,Sintra,Mira-Sintra,135000,T2,75.0,To recuperate,
https://www.imovirtual.com/en/anuncio/oferta-da-escritura-apartamento-t3-c-dois-lugares-de-pa-ID161NY.html#766e2c5088,Amadora,Livres,335000,T3,143.0,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-varanda-e-estacionamento-ID14Rsq.html#766e2c5088,Loures,Velho,578800,T2,160.25,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/oferta-da-escritura-apartamento-t2-c-parqueamento-na-u-ID161KF.html#766e2c5088,Amadora,Livres,255000,T2,106.0,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t4-com-varanda-e-estacionamento-ID14RAO.html#766e2c5088,Loures,Velho,"816820,20",T4,265.9,New,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/apartamento-t5-com-varanda-e-estacionamento-ID14RAE.html#766e2c5088,Loures,Velho,"877942,80",T5,282.05,New,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/t2-com-varanda-e-terraco-ID17ctm.html#766e2c5088,Lisboa,António,795000,T2,96.3,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-c-varanda-na-tapada-das-merces-ID17hSy.html#766e2c5088,Sintra,Martins,135000,T2,60.0,Used,
https://www.imovirtual.com/en/anuncio/excelente-t2-com-varanda-e-arrecadacao-na-tapada-das-merces-ID17ft0.html#766e2c5088,Sintra,Martins,135000,T2,70.0,To recuperate,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/excelente-t2-nossa-senhora-da-gloria-a-estrear-excelle-ID17jEG.html#766e2c5088,Lisboa,Vicente,285000,T1,55.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-renovado-junto-das-amoreiras-ID17a6o.html#766e2c5088,Lisboa,António,599000,T2,94.0,Renovated,
https://www.imovirtual.com/en/anuncio/t3-avenida-da-republica-ID16W41.html#766e2c5088,Lisboa,Alvalade,600000,T2,145.0,Renovated,
https://www.imovirtual.com/en/anuncio/t5-queluz-belas-junto-a-massama-norte-com-garagem-ID17lcX.html#766e2c5088,Sintra,Belas,350000,T4,170.0,Renovated,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t2-1-com-terraco-45m2-ID17lY7.html#766e2c5088,Amadora,Nova,189000,T2,75.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/espacoso-t3-construcao-recente-arrecadacao-parqueamento-2-viaturas-ID17laP.html#766e2c5088,Amadora,Água,295000,T3,125.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-novo-c-suite-e-parqueamento-na-urbanizacao-do-neudel-ID17hEj.html#766e2c5088,Amadora,Livres,255000,T2,96.0,New,
https://www.imovirtual.com/en/anuncio/t3-completamente-remodelado-ID17lCc.html#766e2c5088,Cascais,Estoril,500000,T3,105.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t3-4-assoalhadas-estimado-com-duas-varandas-penha-de-franca-ID17hAX.html#766e2c5088,Lisboa,França,295000,T3,70.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t4-novo-c-suite-e-parqueamento-na-urbanizacao-do-neudel-ID17hzr.html#766e2c5088,Amadora,Livres,405000,T4,96.0,New,
https://www.imovirtual.com/en/anuncio/cascais-gandarinha-t3-com-3-suites-em-condominio-privado-ID16Bt2.html#766e2c5088,Cascais,Estoril,1400000,T3,190.0,Renovated,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-de-4-assoalhadas-junto-ao-metro-de-carnide-ID17hlJ.html#766e2c5088,Lisboa,Carnide,280000,T3,105.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-lourel-com-vista-para-a-serra-de-sintra-ID17hhc.html#766e2c5088,Sintra,Penaferrim),300000,T2,95.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-no-coracao-de-lisboa-ID16gHZ.html#766e2c5088,Lisboa,Maior,199900,T2,63.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-com-terraco-em-benfica-ID17h5w.html#766e2c5088,Lisboa,Benfica,350000,T3,73.0,Used,
https://www.imovirtual.com/en/anuncio/t5-1-arroios-com-rendimento-5-5-ID170Cr.html#766e2c5088,Lisboa,Arroios,446000,T5,145.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-em-sao-bento-ID17lWz.html#766e2c5088,Lisboa,Misericórdia,517000,T2,76.07,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-republica-95-2-2-ID1297p.html#766e2c5088,Lisboa,Novas,795000,T2,109.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/penthouse-duplex-t4-avenidas-novas-com-piscina-e-terraco-ID16Ijx.html#766e2c5088,Lisboa,Novas,2605000,T4,208.23,New,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/t3-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16Ijs.html#766e2c5088,Lisboa,Novas,955000,T3,146.73,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t1-com-estacionamento-e-varanda-republica-95-6-5-ID1299J.html#766e2c5088,Lisboa,Novas,630000,T1,71.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16IjL.html#766e2c5088,Lisboa,Novas,760000,T2,109.66,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t0-com-estacionamento-na-avenida-da-republica-6-4-ID1299E.html#766e2c5088,Lisboa,Novas,480000,T0,54.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t4-totalmente-renovado-avenidas-novas-golden-visa-ID17gES.html#766e2c5088,Lisboa,Novas,1160000,T4,177.0,Renovated,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/t1-condominio-jardins-sao-bartolomeu-ID17gDh.html#766e2c5088,Lisboa,Clara,230000,T1,56.57,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t4-em-oeiras-na-avenida-augusto-de-castro-ID16CPL.html#766e2c5088,Oeiras,Caxias,290000,T4,125.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-novo-com-terraco-no-centro-de-torres-vedr-ID17gxd.html#766e2c5088,Vedras,Torres,328000,T3,143.0,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t4-para-estudantes-junto-as-universidades-da-ajuda-ID17gqB.html#766e2c5088,Lisboa,Ajuda,220000,T4,65.0,Renovated,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/investimento-3-8-yield-bruto-fantastico-apartamento-t3-totalmente-ID17gqz.html#766e2c5088,Lisboa,Estrela,549000,T3,110.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/fabuloso-apartamento-totalmente-reabilitado-t2-1-com-terraco-na-graca-ID17goS.html#766e2c5088,Lisboa,Vicente,485000,T2,118.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-1-para-venda-em-sacavem-ID17aMs.html#766e2c5088,Loures,Velho,600000,T4,189.0,Used,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/exclusivo-apartamento-em-uma-das-zonas-mais-privilegiadas-ID16IJW.html#766e2c5088,Lisboa,Misericórdia,1095000,T3,128.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/luminoso-com-estacionamento-reservado-e-bem-localizado-t2-junto-a-est-ID17fm3.html#766e2c5088,Lisboa,Benfica,390000,T2,73.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-novo-2-frentes-arrecadacao-vialonga-ID17fgJ.html#766e2c5088,Xira,de,233000,T2,104.04,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t4-de-luxo-novo-com-2-suites-em-lisboa-ID16DaO.html#766e2c5088,Lisboa,Olivais,798298,T4,268.95,New,Bathrooms: 4 or more
https://www.imovirtual.com/en/anuncio/apartamento-t1-av-fitares-ID17fe0.html#766e2c5088,Sintra,Mouro,170000,T1,67.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-no-martinhal-residences-ID17f40.html#766e2c5088,Lisboa,Nações,930000,T3,129.2,Under construction,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-estacionamento-e-varanda-republica-95-5-2-ID1298L.html#766e2c5088,Lisboa,Novas,840000,T2,111.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16Ikr.html#766e2c5088,Lisboa,Novas,750000,T2,109.66,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t1-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16Ik1.html#766e2c5088,Lisboa,Novas,550000,T1,79.22,New,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t1-com-varanda-republica-95-5-5-ID1299c.html#766e2c5088,Lisboa,Novas,715000,T1,98.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t3-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16IjV.html#766e2c5088,Lisboa,Novas,935000,T3,146.73,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t0-na-avenida-da-republica-6-3-ID1299w.html#766e2c5088,Lisboa,Novas,355000,T0,34.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-em-lisboa-no-condominio-fechado-com-piscina-ID17eTL.html#766e2c5088,Lisboa,Estrela,1500000,T3,136.0,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-2-rua-dos-fanqueiros-ID17eN3.html#766e2c5088,Lisboa,Maior,620000,T4,87.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t3-totalmente-remodelado-em-odivelas-ID17lUB.html#766e2c5088,Odivelas,sale:,195000,T3,90.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-venda-em-castanheira-do-ribatejo-e-cachoeiras-vila-fran-ID17eL2.html#766e2c5088,Xira,de,83500,T2,56.4,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t1-com-remodelacao-total-e-mobilado-entre-o-rossio-e-o-martim-moniz-ID17eAO.html#766e2c5088,Lisboa,Maior,140000,T1,34.0,,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t0-1-em-lisboa-no-condominio-fechado-com-piscina-ID17etk.html#872043a706,Lisboa,Benfica,250000,T0,45.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t0-em-benfica-com-terraco-no-condominio-com-p-ID17esW.html#872043a706,Lisboa,Benfica,250000,T0,45.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t3-lisboa-avenidas-novas-em-condominio-prestigio-preco-negociavel-ID16d52.html#872043a706,Lisboa,Novas,550000,T3,113.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-sao-bento-lisboa-ID17e05.html#872043a706,Lisboa,Misericórdia,265000,T2,49.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-com-logradouro-benfica-ID179Jy.html#872043a706,Lisboa,Benfica,500000,T3,88.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/hera-residences-t2-alta-de-lisboa-ID16Am9.html#872043a706,Lisboa,Lumiar,345000,T2,92.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t2-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16IjR.html#872043a706,Lisboa,Novas,735000,T2,109.66,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-com-estacionamento-3-2-ID1297I.html#872043a706,Lisboa,Novas,810000,T2,111.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t0-com-estacionamento-republica-95-5-3-ID12996.html#872043a706,Lisboa,Novas,350000,T0,36.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t1-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16IjU.html#872043a706,Lisboa,Novas,540000,T1,79.22,New,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t3-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16IjK.html#872043a706,Lisboa,Novas,920000,T3,146.73,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t2-a-venda-em-queluz-ID17dCX.html#872043a706,Sintra,Belas,139500,T2,61.0,Used,
https://www.imovirtual.com/en/anuncio/apartamento-t2-a-venda-em-ramada-e-canecas-ID17dCJ.html#872043a706,Odivelas,Caneças,269000,T2,78.0,Renovated,
https://www.imovirtual.com/en/anuncio/apartamento-t3-s-doming0s-de-rana-ID17drg.html#872043a706,Cascais,Rana,435000,T3,122.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-s-domingos-de-rana-ID17dre.html#872043a706,Cascais,Rana,440000,T3,134.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t1-s-domingues-de-rana-ID17drc.html#872043a706,Cascais,Rana,230000,T1,61.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t1-s-domingos-de-rana-ID17dr9.html#872043a706,Cascais,Rana,230000,T1,71.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-s-domingos-de-rana-ID17drd.html#872043a706,Cascais,Rana,410000,T3,133.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-s-domingos-de-rana-ID17dr8.html#872043a706,Cascais,Rana,380000,T2,121.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-s-domingues-de-rana-ID17dra.html#872043a706,Cascais,Rana,430000,T2,85.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-s-domingos-de-rana-ID17drb.html#872043a706,Cascais,Rana,350000,T2,109.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-s-domingos-de-rana-ID17dr7.html#872043a706,Cascais,Rana,410000,T3,105.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-s-domingos-de-rana-ID17dr6.html#872043a706,Cascais,Rana,385000,T2,121.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-em-tires-sao-domingos-de-rana-ID17dpZ.html#872043a706,Cascais,Rana,245000,T3,110.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t4-beato-lisboa-ID17dpd.html#872043a706,Lisboa,Beato,375000,T4,147.0,Used,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t2-alverca-ID17amo.html#872043a706,Xira,de,150000,T2,66.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/fantastico-t4-no-alto-dos-moinhos-149m2-soalheiro-remodelado-garag-ID16y2q.html#872043a706,Lisboa,Benfica,570000,T4,140.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t6-de-charme-no-areeiro-ID16OEu.html#872043a706,Lisboa,Areeiro,1400000,T10 or higher,326.0,,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/t3-em-fase-de-remodelacao-odivelas-perto-do-metro-ID17lUo.html#872043a706,Odivelas,sale:,195000,T3,85.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t3-totalmente-remodelado-na-codivel-odivelas-ID17cCF.html#872043a706,Odivelas,sale:,237500,T3,90.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t1-em-ouressa-ID16nW8.html#872043a706,Sintra,Martins,115000,T1,62.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t2-novo-2-wc-parqueamento-encosta-do-moinho-via-ID17cmj.html#872043a706,Xira,de,214000,T2,101.15,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-oportunidade-t2-na-quinta-das-conchas-lumiar-ID17cm1.html#872043a706,Lisboa,Lumiar,389700,T2,100.0,,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t4-num-piso-so-conta-com-312-m2-com-vista-s-ID16Pol.html#872043a706,Lisboa,Olivais,2500000,T4,231.77,Used,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t3-novo-sao-joao-da-talha-ID17c00.html#872043a706,Loures,Bucelas,260000,T3,103.0,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-2-wc-com-varanda-elevador-e-arrec-palmeiras-oeiras-ID17bTT.html#872043a706,Oeiras,Caxias,345000,T3,106.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t0-em-calhariz-de-benfica-no-condominio-fecha-ID168Mb.html#872043a706,Lisboa,Benfica,250000,T0,45.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-em-alges-a-10-minutos-da-praia-ID176d6.html#872043a706,Oeiras,Quebrada-Dafundo,219000,T2,60.0,Used,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-linda-a-velha-ID17bBH.html#872043a706,Oeiras,Quebrada-Dafundo,199000,T2,77.0,Renovated,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/villat3-com-piscina-e-terraco-privativos-em-condominio-de-ID16IjW.html#872043a706,Lisboa,Novas,1420000,T3,174.14,New,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamento-t0-avenida-da-republica-4-3-ID12983.html#872043a706,Lisboa,Novas,305000,T0,36.0,Under construction,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/apartamento-t2-1-1-ID12978.html#872043a706,Lisboa,Novas,795000,T2,110.0,Under construction,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/t1-nas-avenidas-novas-com-piscina-e-garagem-em-condominio-ID16Ik9.html#872043a706,Lisboa,Novas,535000,T1,79.22,New,Bathrooms: 1
https://www.imovirtual.com/en/anuncio/t4-com-grande-potencial-no-centro-de-linda-a-velha-ID17blX.html#872043a706,Oeiras,Quebrada-Dafundo,346000,T4,160.0,To recuperate,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t1-c-box-remodelado-quinta-das-macarocas-albarra-ID17bg7.html#872043a706,Sintra,Penaferrim),219000,T1,86.0,Renovated,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-quinta-das-lavadeiras-lumiar-como-novo-ID12pyc.html#872043a706,Lisboa,Clara,218000,T3,92.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-para-venda-em-manique-de-cima-sintra-ID17baH.html#872043a706,Sintra,Penaferrim),250000,T3,105.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/penthouse-next-to-avenida-da-liberdade-center-of-lisbon-portugal-ID17aYG.html#872043a706,Lisboa,António,1075000,T3,191.0,,Bathrooms: 3
https://www.imovirtual.com/en/anuncio/apartamentos-t2-e-t3-novos-nas-colinas-do-cruzeiro-em-od-ID17aNW.html#872043a706,Odivelas,sale:,459000,T3,94.55,New,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-na-urb-da-ribeirada-odivelas-ID17aNf.html#872043a706,Odivelas,sale:,317000,T3,103.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t3-com-duas-frentes-com-varandas-garagem-e-arrecadacao-ID17aEU.html#872043a706,Oeiras,Quebrada-Dafundo,399500,T3,123.0,Used,Bathrooms: 2
https://www.imovirtual.com/en/anuncio/apartamento-t2-em-condominio-privado-com-piscina-jardins-ginasio-ba-ID17aAs.html#872043a706,Lisboa,Clara,430000,T2,117.0,,Bathrooms: 2
